location,sample date,"1,2,3-Trichlorobenzene","1,2,4-Trichlorobenzene",Acenaphthene,Acenaphthylene,AGOC-3A,Alachlor,Aldrin,alpha-Hexachlorocyclohexane,Aluminium,Ammonium,Anionic active surfactants,Anthracene,AOX,Arsenic,Atrazine,Barium,Benzo(a)anthracene,Benzo(a)pyrene,Benzo(b)fluoranthene,"Benzo(g,h,i)perylene",Benzo(k)fluoranthene,Berilium,beta-Hexaxchlorocyclohexane,Bicarbonates,Biochemical Oxygen,Boron,Cadmium,Calcium,Carbonates,Cesium,Chemical Oxygen Demand (Cr),Chemical Oxygen Demand (Mn),Chlorides,Chlorodinine,Chromium,Chrysene,Copper,Cyanides,Dieldrin,Dissolved organic carbon,Dissolved oxygen,Dissolved silicates,Endosulfan (alpha),Endosulfan (beta),Endrin,Fecal coliforms,Fecal streptococci,Fluoranthene,Fluorene,gamma-Hexachlorocyclohexane,Heptachlor,Heptachloroepoxide,Hexachlorobenzene,"Indeno(1,2,3-c,d)pyrene",Inorganic nitrogen,Iron,Isodrin,Lead,Macrozoobenthos,Magnesium,Manganese,Mercury,Methoxychlor,Methylosmoline,Metolachlor,Naphthalene,Nickel,Nitrates,Nitrites,Organic nitrogen,Orthophosphate-phosphorus,Oxygen saturation,"p,p-DDD","p,p-DDE","p,p-DDT",PAHs,PCB 101,PCB 118,PCB 138,PCB 153,PCB 180,PCB 28,PCB 52,Pentachlorobenzene,Petroleum hydrocarbons,Phenanthrene,Potassium,Pyrene,Selenium,Silica (SiO2),Simazine,Sodium,Sulfides,Sulphates,Tetrachloromethane,Total coliforms,Total dissolved phosphorus,Total dissolved salts,Total extractable matter,Total hardness,Total nitrogen,Total organic carbon,Total phosphorus,Trifluralin,Water temperature,Zinc,ID
Chai,18-Jul-04,,,,,,,,,,0.315,,,,,0.056,,,,,,,,,,1.38666666666667,,0.433333333333333,,,,28.6666666666667,,,,1.234,,10.6123333333333,,,,6.07,,,,,,,,,0.029,,,,,,0.292,,2.09033333333333,,,0.0475,,,,,,2.78833333333333,0.867666666666667,0.0466666666666667,,0.00466666666666667,,,,0.002,,,,,,,,,,,,,,,7.36666666666667,,,,,,,,,,,,,,,26.6666666666667,14.6666666666667,1284
Chai,18-Jul-13,,,,,,,,,,0.0926666666666667,,,,,,,,,,,,,,,2.51666666666667,,,,,,,,,,,,,,,,8.83666666666667,2.24333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,0.689333333333333,0.015,,0.00333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,235,,,0.956,,0.0126666666666667,,27,,1285
Chai,18-Jul-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,1286
Chai,18-Jun-04,,,,,,,,,,0.102666666666667,,,,,,,,,,,,,,129.5,2.46666666666667,,0.218333333333333,31.4,,,39,3.53333333333333,27,,1.153,,5.15733333333333,,,,8.93333333333333,,,,,,,,,0.121,,,,,,0.0573333333333333,,1.284,,23.8,0.02975,,,,,,2.91033333333333,1.25333333333333,0.028,,0.036,,,,0.023,,,,,,,,,,,,,,,6.73333333333333,,,,26.6,,,,,,,,,,,24,110,1287
Chai,18-Jun-06,,,,,,0.297,0.0876666666666667,0.005,,0.713333333333333,0.068,,,,0.138,,,,,,,,0.005,233,2.2,,0.707,50.9,,,,4.13333333333333,36.4666666666667,,3.57166666666667,,8.40533333333333,,,,6.83333333333333,,0.149,0.302,0.005,,,,,0.0343333333333333,0.005,,,,,0.311666666666667,,12.111,2.01,25,0.02875,0.0273333333333333,,,0.0796666666666667,,1.47733333333333,0.321666666666667,0.033,,0.00666666666666667,73,0.0503333333333333,0.018,0.156666666666667,,,,,,,,,,1.76,,,,,7.63,0.281666666666667,,,17.4333333333333,,,,264.333333333333,,129.133333333333,,,0.038,,18,65,1288
Chai,18-Jun-11,,,,,,,,,,0.326333333333333,0,,,1.63333333333333,,,,,,,,,,158.6,3.10666666666667,,0.133333333333333,51.96,,,23.0166666666667,3.31333333333333,22.34,,1.6,,4.66666666666667,,,,8.61666666666667,,,,,,,,,,,,,,,0.493333333333333,,5.2,,16.21,0,0.0443333333333333,,,,,2.76666666666667,1.03666666666667,0.033,,0.023,102.29,,,,,,,,,,,,,,,2.73333333333333,,,,,14.5333333333333,,35.7,,,,206.666666666667,,,,,0.038,,23.5,3.96666666666667,1289
Chai,18-Jun-15,,,,,,,,,,0.0383333333333333,,,,,,,,,,,,,,,1.20333333333333,,,,,,,,,,,,,,,,8.21666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,2.09666666666667,0.011,,0.0456666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,0.0526666666666667,,,,2.27333333333333,,0.06,,22.3333333333333,,1290
Chai,18-Jun-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.4,,1291
Chai,18-Mar-00,,,,,,,,,,0.453333333333333,0.07,,,,0.0666666666666667,,,,,,,,,149.666666666667,4.26666666666667,,0.43,68.6333333333333,,,33.6666666666667,6.86666666666667,45.4,,19.29,,25.8566666666667,,,,10.6666666666667,,,,,0.156666666666667,0.002,,,0.01,,,,,,0.783333333333333,,98.37,2.04333333333333,15.5,0.0366666666666667,,,,,,,2.32666666666667,0.0166666666666667,,0.0166666666666667,,,,0.0133333333333333,,,,,,,,,,,,3.73333333333333,,,,,24.7333333333333,,38.5333333333333,,1.05333333333333,,,,,,,0.0433333333333333,,5.3,35,1292
Chai,18-Mar-10,,,,,,,,,,0.138333333333333,0.053,,,0.83,0.5,,,,,,,,,,2.2,,0.293333333333333,49.6166666666667,,,24.6,2.85333333333333,35.5,,7.03333333333333,,6.56666666666667,0.004,,,12.1333333333333,,,,,,,,,0.05,,,,,,,,1.76666666666667,,22.3733333333333,,0.067,,,,,1.2,1.58,0.0306666666666667,,0.0223333333333333,108.526666666667,,,,,,,,,,,,,,,,,,7,,,,27.2666666666667,0.025,,,303.666666666667,,,2.28,,0.0677666666666667,,10.3333333333333,8.43333333333333,1293
Chai,18-Mar-13,,,,,,,,,,0.062,,,,,0,,,,,,,,,,1.51333333333333,,,56.51,,,24.48,3.77666666666667,32.42,,,,,,,,8.65666666666667,2.22333333333333,,,,,,,,0,,,,,,,,,,19.0466666666667,0,,,,,,,2.88366666666667,0.013,,0.0223333333333333,,,,0,,,,,,,,,,,,3.06666666666667,,,,,20,,,,,,371,,,3.54,,0.0453333333333333,,7,,1294
Chai,18-Mar-16,,,,,0.0423333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0233333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,1295
Chai,18-May-03,,,,,,,,,,0.191666666666667,,,,,,,,,,,,,,188.6,1.71666666666667,,1.68,60.56,,,10.3333333333333,3.14,26.0333333333333,,1.53666666666667,,12.7766666666667,,,,8.46333333333333,,,,,,0.02,,,,,,,,,0.777333333333333,,7.23333333333333,2.13333333333333,15.64,0.0526666666666667,,,,,,18.6933333333333,1.47333333333333,0.032,,0.0123333333333333,,,,,,,,,,,,,,,,,,,,,,,25.4166666666667,,164,,,,,,,0.0223333333333333,,19.3333333333333,23.3666666666667,1296
Chai,18-May-07,,,,,,,,,,0.450666666666667,0.127666666666667,,,,,,,,,,,,,163.5,1.53333333333333,,0.05,45.3333333333333,,,25.0333333333333,2.4,25.2933333333333,,0.8275,,4.242,,,,8.03333333333333,,,,,,,,,,,,,,,0.0815,,2.4085,,33.2,0.0353333333333333,0.025,,,,,1.51,1.34666666666667,0.0283333333333333,,0.026,85.4333333333334,,,,,,,,,,,,,0,,1.18,,,6.89666666666667,,13.4,,27.0333333333333,,,,233.333333333333,,139.666666666667,2.36,,0.045,,18,46.5,1297
Chai,18-May-08,,,,,,,,,,0.364666666666667,,,,,,,,,,,,,,,1.13,,,45.88,,,30.5,4.58666666666667,,,,,,,,,8.39,,,,,,,,,,,,,,,,,,,27.8133333333333,,,,,,,,0.539333333333333,0.0586666666666667,,0.067,89.2533333333333,,,,,,,,,,,,,,,,,,5.33,,,0.1,,,,,224,,128.366666666667,1.15,,0.107333333333333,,18,,1298
Chai,18-May-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,1299
Chai,18-Nov-00,,,,,,,,,,0.306666666666667,0.0633333333333333,,,,,,,,,,,,,177,4.16666666666667,,1.57666666666667,61.1,,,14.9,6.06666666666667,30.0333333333333,,11.6666666666667,,14.3333333333333,,,,10.3333333333333,,,,,0.009,,,,,,,,,,0.456666666666667,,14.3333333333333,2.03,19.6666666666667,0.0566666666666667,,,,,,,2.22,0.0266666666666667,,0.08,,,,,,,,,,,,,,,,3.33333333333333,,,,,17.3333333333333,,57.4666666666667,,0.31,,,,,,,0.11,,5,30.3333333333333,1300
Chai,18-Nov-11,,,,,,,,,,0.120333333333333,,,,,,,,,,,,,,175.476666666667,1.37333333333333,,,,,,22.8466666666667,2.72,29.2,,,,,,,,9.21333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,1.88,0.0163333333333333,,0.0233333333333333,91.8533333333333,,,,,,,,,,,,,,,,,,,,,,,,,,279.333333333333,,,2.42,,0.0916666666666667,,15,,1301
Chai,18-Nov-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,1302
Chai,18-Nov-99,,,,,,,,,,0.706666666666667,,,,,,,,,,,,,,,4.5,,5.97333333333333,62.4333333333333,,,19.6666666666667,7.46666666666667,30.7666666666667,,8.66666666666667,,34,,,,9.13333333333333,,,,,5.90666666666667,0.526666666666667,,,0.0866666666666667,,,,,,0.43,,39.3333333333333,2.12666666666667,19.7666666666667,0.06,,,,,,,1.57,0.0233333333333333,,0.06,,,,0.636666666666667,,,,,,,,,,,,3.46666666666667,,,,,18.4666666666667,,57.4,,12.1,,,,,,,0.08,,8.1,22.3333333333333,1303
Chai,18-Oct-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.8,,1304
Chai,18-Sep-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,1305
Chai,19-Apr-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.6,,1306
Chai,19-Aug-12,,,,,,,,,,0.0798,,,,,,,,,,,,,,,1.46666666666667,,,,,,,,27.5333333333333,,,,,,,,7.38,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5933,0.0302,,0.0517333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,253,,,2.04333333333333,,0.0956666666666667,,27,,1307
Chai,19-Aug-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,,1308
Chai,19-Dec-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,1309
Chai,19-Feb-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8,,1310
Chai,19-Jan-06,,,,,,,,0.017,,0.196666666666667,0.025,,,,0.083,,,,,,,,0.100666666666667,186,2,,0.508666666666667,37.2,,,,2.66666666666667,40.2333333333333,,4.64666666666667,,10.6666666666667,,,,8.83333333333333,,,,0.0966666666666667,,,,,0.057,0.014,,,,,0.465666666666667,,10.398,,39.6,0.1025,0.123,,,0.0373333333333333,,5.47466666666667,2.19,0.005,,0.0416666666666667,63.7,0.117666666666667,0.0626666666666667,,,,,,,,,,,0.82345,,,,,3.89666666666667,,,,35.7333333333333,,,,264,,143.333333333333,2.85333333333333,,0.178,,2,99.3333333333333,1311
Chai,19-Jan-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,1312
Chai,19-Jul-07,,,,,,0.0456666666666667,0.0186666666666667,0.005,,0.487666666666667,,,,,0.06,,,,,,,,0.006,,,,4.54833333333333,,,,,,32.8066666666667,,7.97133333333333,,19.3033333333333,,0.005,,7.3,,0.005,0.0313333333333333,0.005,,,,,0.0103333333333333,0.005,0.005,,,,1.62233333333333,,0.541666666666667,,,0.1105,0.0376666666666667,,,0.0136666666666667,,9.753,0.971,0.0286666666666667,,0.009,94.5166666666667,0.00566666666666667,0.00566666666666667,0.019,,,,,,,,,,,,,,,5.81266666666667,0.06,,,,,,,234,,,1.84666666666667,,0.132333333333333,,28,73.3333333333333,1313
Chai,19-Jul-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,1314
Chai,19-Jun-01,,,,,,,,,,0.216666666666667,0.0933333333333333,,,,0.01,,,,,,,,,148,3.1,,3.43333333333333,54.3333333333333,,,19.6666666666667,3.06666666666667,25.1666666666667,,15.3,,15.2,,,,6.53333333333333,,,,,0.1,0.003,,,0.00933333333333333,,,,,,0.503333333333333,,33.6666666666667,2.1,12,0.0333333333333333,,,,,,,1.05333333333333,0.0233333333333333,,0.0733333333333334,,,,0.0233333333333333,,,,,,,,,,,,3.91,,,,,15.26,,54.6333333333333,,1.88,,,0.13,,,,0.126666666666667,,24.5,19,1315
Chai,19-Jun-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.4,,1316
Chai,19-Jun-99,,,,,,,,,,0.16,,,,,,,,,,,,,,,3.2,,1.14333333333333,49.3333333333333,,,,3.53333333333333,25.4,,5.33333333333333,,17,,,,6.13333333333333,,,,,0.03,,,,0.01,,,,,,1.36,,22,2.07666666666667,8.4,0.05,,,,,,,0.866666666666667,0.0266666666666667,,0.0566666666666667,,,,0.0133333333333333,,,,,,,,,,,,2.86666666666667,,,,,16.4666666666667,,32.1666666666667,,0.0648333333333333,,,,,,,0.103333333333333,,26,10,1317
Chai,19-Mar-03,,,,,,,,,,0.246666666666667,0.0513333333333333,,,,,,,,,,,,,154.333333333333,2.64,,1.41333333333333,62.3333333333333,,,11,6.14,28.8,,5.53666666666667,,12.33,,,,9.43333333333333,,,,,0.2,0.173333333333333,,,,,,,,,0.633333333333333,,7.45,1.80333333333333,21.1333333333333,0.075,,,,,,4.99,2.32333333333333,0.0273333333333333,,0.174333333333333,,,,0.0135,,,,,,,,,,,,,,,,,,,30.4333333333333,,68.1666666666667,,,0.47,,,,0.238666666666667,,14,10.6666666666667,1318
Chai,19-Mar-14,,,,,,,,,,0.07644,0,,,,,,,,,,,,,,1.63333333333333,,,53.9666666666667,,,21,3.10333333333333,35.5333333333333,,,,,,,,9.92,2.91666666666667,,,,,,,,,,,,,,,,,,18.7333333333333,,,,,,,,2.29752333333333,0.0213,,0.0499866666666667,,,,,,,,,,,,,,,,,,,,,,,30.55,,,,318.666666666667,,,2.83,,0.07,,8,,1319
Chai,19-Mar-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.2,,1320
Chai,19-Mar-98,,,,,,,,,,1.17333333333333,,,0,0,0,,,,,,,,,,2.86666666666667,,0,55.0933333333333,,0,9.63333333333333,9.39666666666667,39.8033333333333,,0,,0,,,,8.31333333333333,,,,,0,,,,,,,,,,0.103333333333333,,0,0.67,20.2833333333333,0,0,,,,,1.66666666666667,1.72,0.01,,0.0466666666666667,,,,,,,,,,,,,,,,3.96666666666667,,,,,24.1666666666667,,59.3666666666667,,0,,,,,,,0.136666666666667,,4,0,1321
Chai,19-May-00,,,,,,,,,,0.86,0.0733333333333333,,,,0.0233333333333333,,,,,,,,,235,4,,2.32333333333333,47.2333333333333,,,16.3333333333333,6.13333333333333,23.6666666666667,,17.74,,34.5966666666667,,,,7.43333333333333,,,,,5.23333333333333,0.0133333333333333,,,0.01,,,,,,0.266666666666667,,19.16,2.11666666666667,19.1,0.0333333333333333,,,,,,,1.6,0.04,,0.03,,,,0.01,,,,,,,,,,,,2.73333333333333,,,,,13.7,,38.4666666666667,,12.1,,,,,,,0.05,,13.4333333333333,17.6666666666667,1322
Chai,19-May-13,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,1.96,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1323
Chai,19-May-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,1324
Chai,19-Nov-03,,,,,,,,,,0.366,,,,,,,,,,,,,,206.966666666667,1.26666666666667,,1.08866666666667,64.7333333333333,,,30,2.68,41.4333333333333,,5.32333333333333,,,,,,9.45333333333333,,,,,160,11.4,,,,,,,,,0.31,,7.39,2.09666666666667,16.42,0.0576666666666667,,,,,,2.96333333333333,2.19666666666667,0.0143333333333333,,0.0536666666666667,,,,,,,,,,,,,,,,,,,,,,,51.9566666666667,,112,,,,,,,0.104333333333333,,6,14.3333333333333,1325
Chai,19-Nov-05,,,,,,,0,0.0356666666666667,,0.0893333333333333,0.0442,,,,,,,,,,,,0.122,217.699997,1.33333333333333,,1.20533333333333,49.1999993333333,,,,2.73333333333333,51.5333343333333,,1.887,,4.85366666666667,,,,8.86666666666667,,0.458,,0.0875,0.113333333333333,0.00266666666666667,,,0.125,0.007,,,,,0.138,,14.5323336666667,1.95666666666667,19.5000003333333,0.05425,0,,,,,0.853333333333333,1.98333333333333,0.0266666666666667,,0.027,82.666667,0.384333333333333,0.0973333333333333,,,,,,,,,,,0.01,,,,,8.66333333333333,,,,30,,0.366666666666667,,289.333333333333,,114.099999,2.52333333333333,,0.0736666666666667,,12,70.6666666666667,1326
Chai,19-Nov-16,,,,,,,,,,0.00666666666666667,,,,,,,,,,,,,,,0.88,,,,,,,,,,,,,,,,8.58666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,1.14666666666667,0.0196666666666667,,0.052,,,,,,,,,,,,,,,,,,,,,,,,,,0.0673333333333333,,,,1.731,,0.0723333333333333,,10.5666666666667,,1327
Chai,19-Oct-09,,,,,,0.025,0.018,,130,0.114333333333333,0.025,0.0075,0,0.926666666666667,0.5,,0,0,0,0.004,0,,,,1.5,,0.34,52.9,,,21.3733333333333,2.98666666666667,36.6,,2.67,,5.16666666666667,0.002,0.015,,8.7,,,,0.073,6.36666666666667,0.101333333333333,0.005,,0.04,,,0.0055,0.004,,0.54,0.015,1.73333333333333,,17.37,0.0118333333333333,0.051,,,,0.0113333333333333,1.53333333333333,1.41,0.0193333333333333,,0.119333333333333,89.59,,,0.055,,0.002,0.002,0.002,0.002,0.002,,,0.004,0.019,0.005,2.36666666666667,,,7.79566666666667,0.1,20.7666666666667,0.0223333333333333,26.9666666666667,0.279333333333333,6.36666666666667,,235,,114.5,1.92666666666667,2.57333333333333,0.127766666666667,0.1,16.5,0,1328
Chai,19-Oct-15,,,,,5.76233333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.18233333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1329
Chai,19-Oct-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.6,,1330
Chai,19-Sep-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,1331
Chai,20-Apr-03,,,,,,,,,,0.300333333333333,,,,,,,,,,,,,,134.4,1.13333333333333,,0.296666666666667,44.5,,,7.66666666666667,3.92,33.1333333333333,,1.79,,15.0033333333333,,,,8.51666666666667,,,,,0.393333333333333,0.056,,,,,,,,,0.665333333333333,,6.96333333333333,1.63333333333333,26.1333333333333,0.0693333333333333,,,,,,5.17333333333333,2.16333333333333,0.0366666666666667,,0.0166666666666667,,,,,,,,,,,,,,,,,,,,,,,24.5233333333333,,4.36666666666667,,,,,,,0.0363333333333333,,9.33333333333333,24,1332
Chai,20-Apr-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.6,,1333
Chai,20-Aug-15,,,,,,,,,,0.0543333333333333,,,,,,,,,,,,,,,1.89666666666667,,,,,,,,,,,,,,,,8.81,,,,,,,,,,,,,,,,,,,,,,,,,,,0.658666666666667,0.0174,,0.0196666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,0.023,,,,0.823,,0.0343333333333333,,27,,1334
Chai,20-Aug-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,,1335
Chai,20-Dec-06,,,,,,0.249333333333333,0.115666666666667,0.0156666666666667,,0.643666666666667,,,,,0.191333333333333,,,,,,,,0.046,,3.89333333333333,,0.186333333333333,,,,,,,,0.582,,11.763,,0.0543333333333333,,11.4433333333333,,0.065,0.109,0.005,,,,,0.016,0.0176666666666667,0.005,,,,0.0983333333333333,,6.06733333333333,,,0.03825,0.033,,,0.131,,1.82933333333333,1.97333333333333,0.0363333333333333,,0.0563333333333333,80.3,0.035,0.0123333333333333,0.0286666666666667,,,,,,,,,,,,,,,11.8166666666667,0.197,,,,,,,241.333333333333,,,3.17666666666667,,0.111333333333333,,1,15.3333333333333,1336
Chai,20-Dec-07,,,,,,0.0386666666666667,0.013,0.005,,0.547,0.149,,,,0.06,,,,,,,,0.005,209.333333333333,3.36,,0.0883333333333333,66.1,6.12,,34.8666666666667,5,27.5,,2.61,,9.30033333333333,,0.005,,8.76666666666667,,0.005,0.01,0.006,0.266,0.105666666666667,,,0.005,0.005,0.005,,,,0.326666666666667,,1.35466666666667,,15.5,0.07125,0.025,,,0.005,,2.04,1.38666666666667,0.00913333333333333,,0.032,68.5333333333333,0.00533333333333333,0.005,0.0133333333333333,,,,,,,,,,2.35,,2.26666666666667,,,8.87333333333333,0.06,24.4333333333333,,33.9333333333333,,1.34666666666667,,301,,130,2.32333333333333,,0.06,,7,20,1337
Chai,20-Dec-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,1338
Chai,20-Feb-10,,,,,,,,,,0.177333333333333,0.053,,,0.996666666666667,0.5,,,,,,,,,,2.13333333333333,,0.12,66.1566666666667,,,22.68,2.55333333333333,35.5,,6.43333333333333,,5,0.004,,,12.2666666666667,,,,,,,,,0.05,,,,,,,,2.86666666666667,,18.56,,0.041,,,,,1.26666666666667,2.63333333333333,0.0433333333333333,,0.062,93.4266666666667,,,,,,,,,,,,,,,,,,8.969,,,,26.5333333333333,0.025,,,292.666666666667,,,3.43666666666667,,0.101766666666667,,4,6.8,1339
Chai,20-Feb-16,,,,,0.0346666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.24266666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,1340
Chai,20-Feb-98,,,,,,,,,,0.563333333333333,,,0,0,0,,,,,,,,,,2.96666666666667,,0,62.5866666666667,,0,9.03333333333333,9.84666666666667,42.6133333333333,,0,,0,,,,8.46,,,,,0,,,,,,,,,,0.103333333333333,,0,0,22.9566666666667,0,0,,,,,1.66666666666667,1.87,0.02,,0.0533333333333333,,,,,,,,,,,,,,,,4.33333333333333,,,,,22.6666666666667,,60.9466666666667,,0,,,,,,,0.113333333333333,,4,0,1341
Chai,20-Jan-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.2,,1342
Chai,20-Jul-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,1343
Chai,20-Jun-05,,,,,,,0,0.0303333333333333,,0.65,,,,,0,,,,,,,,0.0436666666666667,,2.74333333333333,,0.0973333333333333,,,,,,,,1.81866666666667,,6.60366666666667,,0,,6.56,,0,0,0.100666666666667,,,,,0.0456666666666667,0.003,0,,,,0.309,,6.08233333333333,,,0.15625,0,,,0.01,,1.12666666666667,1.16333333333333,0.06,,0.0203333333333333,81.2333353333333,0.0616666666666667,0.0436666666666667,0,,,,,,,,,,0.01,,,,,2.02,,,,,,,,246.666666666667,,,2.24333333333333,,,,25.6666666666667,35.6666666666667,1344
Chai,20-Jun-14,,,,,,,,,,0.03796,,,,,,,,,,,,,,,2.77,,,,,,,,,,,,,,,,7.24666666666667,1.09333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,0.795133333333333,0.0137,,0.0164966666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206.48,0.915666666666667,,0.018,,25.1666666666667,,1345
Chai,20-Jun-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,,1346
