location,measure_date,measure,unit,value
Boonsri,23-Apr-09,Naphthalene,mg/l,0.01
Boonsri,21-May-09,Naphthalene,mg/l,0.01
Kohsoom,28-May-09,Naphthalene,mg/l,0.01
Boonsri,25-Jun-09,Naphthalene,mg/l,0.01
Kohsoom,25-Jun-09,Naphthalene,mg/l,0.01
Tansanee,3-Jul-09,Naphthalene,mg/l,0.002
Boonsri,23-Jul-09,Naphthalene,mg/l,0.01
Kohsoom,30-Jul-09,Naphthalene,mg/l,0.01
Kohsoom,20-Aug-09,Naphthalene,mg/l,0.01
Boonsri,21-Aug-09,Naphthalene,mg/l,0.01
Boonsri,9-Sep-09,Naphthalene,mg/l,0.01
Kohsoom,21-Sep-09,Naphthalene,mg/l,0.01
Chai,22-Sep-09,Naphthalene,mg/l,0.0106
Somchair,24-Sep-09,Naphthalene,mg/l,0.01
Busarakhan,24-Sep-09,Naphthalene,mg/l,0.01
Kannika,27-Sep-09,Naphthalene,mg/l,0.023
Sakda,28-Sep-09,Naphthalene,mg/l,0.0242
Tansanee,4-Oct-09,Naphthalene,mg/l,0.002
Chai,19-Oct-09,Naphthalene,mg/l,0.0113333333333333
Boonsri,22-Oct-09,Naphthalene,mg/l,0.01
Kohsoom,29-Oct-09,Naphthalene,mg/l,0.01
Somchair,30-Oct-09,Naphthalene,mg/l,0.0125
Busarakhan,30-Oct-09,Naphthalene,mg/l,0.01
Boonsri,7-Nov-09,Naphthalene,mg/l,0.01
Kannika,13-Nov-09,Naphthalene,mg/l,0.0165
Kohsoom,26-Nov-09,Naphthalene,mg/l,0.01
Boonsri,13-Dec-09,Naphthalene,mg/l,0.01
Boonsri,11-Jan-98,Nickel,µg/l,5
Kannika,26-Jan-98,Nickel,µg/l,30
Chai,31-Jan-98,Nickel,µg/l,0
Boonsri,15-Feb-98,Nickel,µg/l,2
Chai,20-Feb-98,Nickel,µg/l,1.66666666666667
Kannika,24-Feb-98,Nickel,µg/l,0
Boonsri,12-Mar-98,Nickel,µg/l,3
Chai,19-Mar-98,Nickel,µg/l,1.66666666666667
Kannika,21-Mar-98,Nickel,µg/l,30
Boonsri,11-Apr-98,Nickel,µg/l,4.5
Kohsoom,16-Apr-98,Nickel,µg/l,25
Chai,17-Apr-98,Nickel,µg/l,12.6666666666667
Somchair,17-Apr-98,Nickel,µg/l,80
Kannika,18-Apr-98,Nickel,µg/l,12
Sakda,18-Apr-98,Nickel,µg/l,3
Boonsri,9-May-98,Nickel,µg/l,3.5
Chai,20-May-98,Nickel,µg/l,42
Kannika,26-May-98,Nickel,µg/l,42
Boonsri,6-Jun-98,Nickel,µg/l,11
Kohsoom,27-Jun-98,Nickel,µg/l,43
Chai,28-Jun-98,Nickel,µg/l,41.3333333333333
Somchair,29-Jun-98,Nickel,µg/l,10
Kannika,29-Jun-98,Nickel,µg/l,36.3333333333333
Sakda,30-Jun-98,Nickel,µg/l,9
Boonsri,11-Jul-98,Nickel,µg/l,4.5
Chai,23-Jul-98,Nickel,µg/l,1.66666666666667
Kannika,26-Jul-98,Nickel,µg/l,10
Boonsri,8-Aug-98,Nickel,µg/l,22.5
Kohsoom,22-Aug-98,Nickel,µg/l,63
Chai,23-Aug-98,Nickel,µg/l,36.6666666666667
Somchair,24-Aug-98,Nickel,µg/l,78
Kannika,25-Aug-98,Nickel,µg/l,28.6666666666667
Sakda,26-Aug-98,Nickel,µg/l,18
Boonsri,5-Sep-98,Nickel,µg/l,5
Kannika,20-Sep-98,Nickel,µg/l,21
Chai,27-Sep-98,Nickel,µg/l,0
Kohsoom,1-Oct-98,Nickel,µg/l,0
Boonsri,3-Oct-98,Nickel,µg/l,3
Kannika,23-Oct-98,Nickel,µg/l,0
Sakda,24-Oct-98,Nickel,µg/l,0
Busarakhan,29-Oct-98,Nickel,µg/l,0
Chai,30-Oct-98,Nickel,µg/l,0
Somchair,30-Oct-98,Nickel,µg/l,0
Boonsri,7-Nov-98,Nickel,µg/l,5.5
Kohsoom,14-Nov-98,Nickel,µg/l,0
Kannika,20-Nov-98,Nickel,µg/l,0
Sakda,20-Nov-98,Nickel,µg/l,0
Chai,26-Nov-98,Nickel,µg/l,0
Somchair,28-Nov-98,Nickel,µg/l,0
Busarakhan,28-Nov-98,Nickel,µg/l,0
Boonsri,5-Dec-98,Nickel,µg/l,6
Sakda,10-Dec-98,Nickel,µg/l,0
Kohsoom,13-Dec-98,Nickel,µg/l,0
Kannika,17-Dec-98,Nickel,µg/l,0
Chai,18-Dec-98,Nickel,µg/l,0
Somchair,19-Dec-98,Nickel,µg/l,0
Busarakhan,19-Dec-98,Nickel,µg/l,0
Kohsoom,15-Jul-99,Nickel,µg/l,27.8
Chai,15-Jul-99,Nickel,µg/l,8.7
Somchair,15-Jul-99,Nickel,µg/l,22.5
Busarakhan,15-Jul-99,Nickel,µg/l,28.8
Kannika,15-Jul-99,Nickel,µg/l,34.3
Sakda,15-Jul-99,Nickel,µg/l,49.3
Kohsoom,15-Aug-99,Nickel,µg/l,29.3
Chai,15-Aug-99,Nickel,µg/l,27.2
Somchair,15-Aug-99,Nickel,µg/l,25.1
Busarakhan,15-Aug-99,Nickel,µg/l,45.3
Kannika,15-Aug-99,Nickel,µg/l,31.4
Sakda,15-Aug-99,Nickel,µg/l,35.1
Boonsri,7-Dec-01,Nickel,µg/l,1.81333333333333
Kohsoom,9-Dec-01,Nickel,µg/l,6.58
Kannika,21-Dec-01,Nickel,µg/l,7.22333333333333
Sakda,21-Dec-01,Nickel,µg/l,5.14
Chai,18-Feb-02,Nickel,µg/l,2.44333333333333
Chai,16-Mar-02,Nickel,µg/l,2.2
Boonsri,21-Mar-02,Nickel,µg/l,2.83666666666667
Kohsoom,23-Mar-02,Nickel,µg/l,8.03
Kannika,26-Mar-02,Nickel,µg/l,1.14
Sakda,28-Mar-02,Nickel,µg/l,2.51666666666667
Somchair,29-Mar-02,Nickel,µg/l,2.68
Busarakhan,29-Mar-02,Nickel,µg/l,1.67
Chai,31-Mar-02,Nickel,µg/l,3.36666666666667
Chai,15-Apr-02,Nickel,µg/l,2.08333333333333
Somchair,20-Apr-02,Nickel,µg/l,3.48
Busarakhan,20-Apr-02,Nickel,µg/l,3.78
Boonsri,25-Apr-02,Nickel,µg/l,2.60333333333333
Chai,25-Apr-02,Nickel,µg/l,2.87666666666667
Kohsoom,27-Apr-02,Nickel,µg/l,2.28
Kannika,27-Apr-02,Nickel,µg/l,3.58333333333333
Sakda,27-Apr-02,Nickel,µg/l,3.97
Boonsri,9-May-02,Nickel,µg/l,8.07666666666667
Chai,11-May-02,Nickel,µg/l,2.44666666666667
Boonsri,23-May-02,Nickel,µg/l,7.33333333333333
Kohsoom,25-May-02,Nickel,µg/l,14.7
Chai,25-May-02,Nickel,µg/l,5.40666666666667
Chai,12-Jun-02,Nickel,µg/l,2.81
Boonsri,13-Jun-02,Nickel,µg/l,1.41
Chai,21-Jun-02,Nickel,µg/l,1.07
Somchair,22-Jun-02,Nickel,µg/l,1.89
Busarakhan,22-Jun-02,Nickel,µg/l,2.12
Kannika,22-Jun-02,Nickel,µg/l,1.98
Sakda,22-Jun-02,Nickel,µg/l,1.57
Kohsoom,29-Jun-02,Nickel,µg/l,4.86
Boonsri,8-Aug-02,Nickel,µg/l,0
Chai,10-Aug-02,Nickel,µg/l,1.27
Chai,21-Aug-02,Nickel,µg/l,0.646666666666667
Kannika,21-Aug-02,Nickel,µg/l,1.27333333333333
Somchair,22-Aug-02,Nickel,µg/l,0.92
Busarakhan,22-Aug-02,Nickel,µg/l,1.62
Sakda,23-Aug-02,Nickel,µg/l,0.603333333333333
Kohsoom,24-Aug-02,Nickel,µg/l,0
Boonsri,10-Oct-02,Nickel,µg/l,1.07333333333333
Chai,24-Oct-02,Nickel,µg/l,0.666666666666667
Kohsoom,26-Oct-02,Nickel,µg/l,0.98
Somchair,26-Oct-02,Nickel,µg/l,1.06
Busarakhan,26-Oct-02,Nickel,µg/l,0.98
Kannika,26-Oct-02,Nickel,µg/l,0.673333333333333
Sakda,26-Oct-02,Nickel,µg/l,0.593333333333333
Chai,30-Oct-02,Nickel,µg/l,0.773333333333333
Chai,17-Jan-03,Nickel,µg/l,2.34333333333333
Boonsri,23-Jan-03,Nickel,µg/l,5.32
Somchair,24-Jan-03,Nickel,µg/l,2.64
Busarakhan,24-Jan-03,Nickel,µg/l,0.5
Kannika,24-Jan-03,Nickel,µg/l,2.38
Sakda,24-Jan-03,Nickel,µg/l,3.46
Kohsoom,26-Jan-03,Nickel,µg/l,4.61
Chai,29-Jan-03,Nickel,µg/l,1.54666666666667
Chai,3-Feb-03,Nickel,µg/l,2.26666666666667
Boonsri,13-Feb-03,Nickel,µg/l,1.99
Kannika,21-Feb-03,Nickel,µg/l,1.43
Sakda,21-Feb-03,Nickel,µg/l,2.48333333333333
Kohsoom,28-Feb-03,Nickel,µg/l,1.36
Chai,28-Feb-03,Nickel,µg/l,2.35333333333333
Somchair,28-Feb-03,Nickel,µg/l,1.98
Busarakhan,28-Feb-03,Nickel,µg/l,1.44
Chai,19-Mar-03,Nickel,µg/l,4.99
Boonsri,20-Mar-03,Nickel,µg/l,2.77
Sakda,20-Mar-03,Nickel,µg/l,1.24
Kannika,21-Mar-03,Nickel,µg/l,0.976666666666667
Kohsoom,23-Mar-03,Nickel,µg/l,0.29
Chai,29-Mar-03,Nickel,µg/l,3.89
Somchair,30-Mar-03,Nickel,µg/l,0.92
Busarakhan,30-Mar-03,Nickel,µg/l,0.71
Boonsri,10-Apr-03,Nickel,µg/l,0.026
Chai,20-Apr-03,Nickel,µg/l,5.17333333333333
Boonsri,24-Apr-03,Nickel,µg/l,2.44666666666667
Kannika,25-Apr-03,Nickel,µg/l,0.926666666666667
Kohsoom,26-Apr-03,Nickel,µg/l,4.59
Somchair,26-Apr-03,Nickel,µg/l,2.47
Busarakhan,26-Apr-03,Nickel,µg/l,6.38
Sakda,26-Apr-03,Nickel,µg/l,3.43
Chai,27-Apr-03,Nickel,µg/l,3.21333333333333
Chai,18-May-03,Nickel,µg/l,18.6933333333333
Kannika,21-May-03,Nickel,µg/l,6.97666666666667
Somchair,22-May-03,Nickel,µg/l,4.49
Busarakhan,22-May-03,Nickel,µg/l,0.54
Sakda,22-May-03,Nickel,µg/l,2.78
Kohsoom,24-May-03,Nickel,µg/l,11.04
Chai,25-May-03,Nickel,µg/l,4.41
Boonsri,6-Jun-03,Nickel,µg/l,10.0266666666667
Chai,13-Jun-03,Nickel,µg/l,1.91
Boonsri,19-Jun-03,Nickel,µg/l,4.21666666666667
Kohsoom,21-Jun-03,Nickel,µg/l,8.28
Chai,21-Jun-03,Nickel,µg/l,1.15
Kannika,26-Jun-03,Nickel,µg/l,2.20666666666667
Sakda,26-Jun-03,Nickel,µg/l,2.12
Somchair,28-Jun-03,Nickel,µg/l,1.52
Busarakhan,28-Jun-03,Nickel,µg/l,1.89
Boonsri,10-Jul-03,Nickel,µg/l,0.288
Chai,10-Jul-03,Nickel,µg/l,0.896
Somchair,12-Jul-03,Nickel,µg/l,1.306
Busarakhan,12-Jul-03,Nickel,µg/l,1.203
Kannika,24-Jul-03,Nickel,µg/l,0.737
Sakda,24-Jul-03,Nickel,µg/l,0.597666666666667
Boonsri,25-Jul-03,Nickel,µg/l,0.281
Kohsoom,26-Jul-03,Nickel,µg/l,0.772
Boonsri,7-Aug-03,Nickel,µg/l,0.418666666666667
Kohsoom,9-Aug-03,Nickel,µg/l,0.596
Kohsoom,15-Aug-03,Nickel,µg/l,51.5
Chai,15-Aug-03,Nickel,µg/l,52.45
Somchair,15-Aug-03,Nickel,µg/l,45.53
Busarakhan,15-Aug-03,Nickel,µg/l,31.06
Kannika,15-Aug-03,Nickel,µg/l,109.32
Sakda,15-Aug-03,Nickel,µg/l,41.74
Kohsoom,13-Sep-03,Nickel,µg/l,3.575
Chai,13-Sep-03,Nickel,µg/l,29.38
Somchair,15-Sep-03,Nickel,µg/l,7.066
Busarakhan,16-Sep-03,Nickel,µg/l,5.856
Kannika,17-Sep-03,Nickel,µg/l,2.957
Sakda,18-Sep-03,Nickel,µg/l,2.894
Chai,8-Oct-03,Nickel,µg/l,4.76
Boonsri,9-Oct-03,Nickel,µg/l,2.64333333333333
Somchair,9-Oct-03,Nickel,µg/l,3.82
Busarakhan,9-Oct-03,Nickel,µg/l,4.64
Chai,12-Oct-03,Nickel,µg/l,3.09333333333333
Boonsri,23-Oct-03,Nickel,µg/l,2.75
Sakda,23-Oct-03,Nickel,µg/l,5.19666666666667
Kannika,25-Oct-03,Nickel,µg/l,6.89
Boonsri,13-Nov-03,Nickel,µg/l,9.15333333333333
Chai,19-Nov-03,Nickel,µg/l,2.96333333333333
Kannika,20-Nov-03,Nickel,µg/l,12.53
Sakda,20-Nov-03,Nickel,µg/l,0.307333333333333
Somchair,22-Nov-03,Nickel,µg/l,4.78
Busarakhan,22-Nov-03,Nickel,µg/l,4.09
Boonsri,27-Nov-03,Nickel,µg/l,5.05
Chai,28-Nov-03,Nickel,µg/l,6.21666666666667
Kohsoom,29-Nov-03,Nickel,µg/l,2.21
Boonsri,4-Dec-03,Nickel,µg/l,4.42333333333333
Boonsri,18-Dec-03,Nickel,µg/l,2.41666666666667
Kohsoom,20-Dec-03,Nickel,µg/l,4.76
Boonsri,8-Jan-04,Nickel,µg/l,0.057
Chai,22-Jan-04,Nickel,µg/l,3.62333333333333
Somchair,23-Jan-04,Nickel,µg/l,4.09
Busarakhan,23-Jan-04,Nickel,µg/l,3
Sakda,29-Jan-04,Nickel,µg/l,2.51
Chai,30-Jan-04,Nickel,µg/l,3.76333333333333
Boonsri,12-Feb-04,Nickel,µg/l,3.47533333333333
Chai,13-Feb-04,Nickel,µg/l,1.515
Somchair,14-Feb-04,Nickel,µg/l,4.422
Busarakhan,14-Feb-04,Nickel,µg/l,4.121
Kannika,19-Feb-04,Nickel,µg/l,4.47433333333333
Sakda,19-Feb-04,Nickel,µg/l,4.08
Chai,22-Feb-04,Nickel,µg/l,2.19966666666667
Boonsri,26-Feb-04,Nickel,µg/l,10.2973333333333
Kohsoom,28-Feb-04,Nickel,µg/l,4.694
Chai,12-Mar-04,Nickel,µg/l,3.06
Somchair,14-Mar-04,Nickel,µg/l,12.7
Busarakhan,14-Mar-04,Nickel,µg/l,6.454
Sakda,19-Mar-04,Nickel,µg/l,5.791
Chai,21-Mar-04,Nickel,µg/l,5.54266666666667
Boonsri,26-Mar-04,Nickel,µg/l,13.6146666666667
Kohsoom,28-Mar-04,Nickel,µg/l,2.789
Boonsri,9-Apr-04,Nickel,µg/l,4.36
Chai,12-Apr-04,Nickel,µg/l,3.66566666666667
Somchair,16-Apr-04,Nickel,µg/l,3.302
Busarakhan,16-Apr-04,Nickel,µg/l,6.328
Chai,22-Apr-04,Nickel,µg/l,2.51966666666667
Boonsri,23-Apr-04,Nickel,µg/l,14.6066666666667
Sakda,23-Apr-04,Nickel,µg/l,2.90566666666667
Kannika,24-Apr-04,Nickel,µg/l,3.06266666666667
Kohsoom,25-Apr-04,Nickel,µg/l,16.9
Boonsri,7-May-04,Nickel,µg/l,2.34233333333333
Chai,16-May-04,Nickel,µg/l,3.18266666666667
Kannika,22-May-04,Nickel,µg/l,1.65466666666667
Sakda,22-May-04,Nickel,µg/l,1.544
Boonsri,28-May-04,Nickel,µg/l,2.99966666666667
Chai,29-May-04,Nickel,µg/l,4.215
Kohsoom,30-May-04,Nickel,µg/l,9.883
Somchair,30-May-04,Nickel,µg/l,2.367
Busarakhan,30-May-04,Nickel,µg/l,5.787
Boonsri,11-Jun-04,Nickel,µg/l,3.57666666666667
Kannika,12-Jun-04,Nickel,µg/l,2.905
Sakda,12-Jun-04,Nickel,µg/l,1.87
Chai,18-Jun-04,Nickel,µg/l,2.91033333333333
Somchair,19-Jun-04,Nickel,µg/l,1.807
Busarakhan,19-Jun-04,Nickel,µg/l,4.043
Boonsri,25-Jun-04,Nickel,µg/l,3.62566666666667
Kohsoom,27-Jun-04,Nickel,µg/l,8.357
Chai,27-Jun-04,Nickel,µg/l,3.251
Somchair,2-Jul-04,Nickel,µg/l,2.593
Busarakhan,2-Jul-04,Nickel,µg/l,3.145
Boonsri,9-Jul-04,Nickel,µg/l,2.135
Kannika,10-Jul-04,Nickel,µg/l,4.20633333333333
Sakda,10-Jul-04,Nickel,µg/l,3.97066666666667
Chai,12-Jul-04,Nickel,µg/l,3.47033333333333
Chai,18-Jul-04,Nickel,µg/l,2.78833333333333
Boonsri,23-Jul-04,Nickel,µg/l,2.421
Kohsoom,25-Jul-04,Nickel,µg/l,6.288
Boonsri,13-Aug-04,Nickel,µg/l,2.86
Chai,13-Aug-04,Nickel,µg/l,4.204
Somchair,14-Aug-04,Nickel,µg/l,12.17
Busarakhan,14-Aug-04,Nickel,µg/l,7.042
Kannika,19-Aug-04,Nickel,µg/l,1.94533333333333
Sakda,19-Aug-04,Nickel,µg/l,3.58766666666667
Chai,23-Aug-04,Nickel,µg/l,6.275
Boonsri,27-Aug-04,Nickel,µg/l,5.52
Kohsoom,29-Aug-04,Nickel,µg/l,4.81
Kannika,3-Sep-04,Nickel,µg/l,3.33
Sakda,3-Sep-04,Nickel,µg/l,4.62333333333333
Somchair,4-Sep-04,Nickel,µg/l,8.93
Busarakhan,4-Sep-04,Nickel,µg/l,3.99
Chai,9-Sep-04,Nickel,µg/l,4.09333333333333
Boonsri,10-Sep-04,Nickel,µg/l,3.31333333333333
Chai,17-Sep-04,Nickel,µg/l,4.53333333333333
Boonsri,24-Sep-04,Nickel,µg/l,2.61466666666667
Kohsoom,27-Sep-04,Nickel,µg/l,3.478
Boonsri,8-Oct-04,Nickel,µg/l,2.67566666666667
Boonsri,22-Oct-04,Nickel,µg/l,6.19466666666667
Kohsoom,24-Oct-04,Nickel,µg/l,2.696
Boonsri,5-Nov-04,Nickel,µg/l,2.35833333333333
Somchair,6-Nov-04,Nickel,µg/l,5.064
Busarakhan,6-Nov-04,Nickel,µg/l,6.106
Kannika,12-Nov-04,Nickel,µg/l,3.731
Sakda,12-Nov-04,Nickel,µg/l,3.27333333333333
Chai,21-Nov-04,Nickel,µg/l,5.751
Boonsri,26-Nov-04,Nickel,µg/l,5.10133333333333
Chai,26-Nov-04,Nickel,µg/l,3.83966666666667
Kohsoom,28-Nov-04,Nickel,µg/l,11.32
Boonsri,3-Dec-04,Nickel,µg/l,3.644
Somchair,3-Dec-04,Nickel,µg/l,4.354
Busarakhan,3-Dec-04,Nickel,µg/l,5.975
Chai,5-Dec-04,Nickel,µg/l,3.08533333333333
Chai,9-Dec-04,Nickel,µg/l,8.91733333333333
Kannika,11-Dec-04,Nickel,µg/l,13.0723333333333
Sakda,11-Dec-04,Nickel,µg/l,4.81666666666667
Boonsri,17-Dec-04,Nickel,µg/l,2.122
Kohsoom,19-Dec-04,Nickel,µg/l,8.841
Boonsri,14-Jan-05,Nickel,µg/l,9.15766666666667
Kannika,16-Jan-05,Nickel,µg/l,6.065
Sakda,16-Jan-05,Nickel,µg/l,5.65633333333333
Somchair,22-Jan-05,Nickel,µg/l,10.5
Busarakhan,22-Jan-05,Nickel,µg/l,9.487
Chai,27-Jan-05,Nickel,µg/l,6.30633333333333
Boonsri,28-Jan-05,Nickel,µg/l,3.163
Kohsoom,30-Jan-05,Nickel,µg/l,5.015
Chai,31-Jan-05,Nickel,µg/l,6.74866666666667
Boonsri,11-Feb-05,Nickel,µg/l,1.42866666666667
Kannika,11-Feb-05,Nickel,µg/l,3.00233333333333
Sakda,11-Feb-05,Nickel,µg/l,3.25466666666667
Somchair,20-Feb-05,Nickel,µg/l,4.188
Busarakhan,20-Feb-05,Nickel,µg/l,4.297
Boonsri,24-Feb-05,Nickel,µg/l,1.29333333333333
Kohsoom,27-Feb-05,Nickel,µg/l,9.866
Chai,28-Feb-05,Nickel,µg/l,1.89833333333333
Boonsri,11-Mar-05,Nickel,µg/l,1.60233333333333
Kannika,11-Mar-05,Nickel,µg/l,4.02766666666667
Sakda,11-Mar-05,Nickel,µg/l,3.649
Chai,17-Mar-05,Nickel,µg/l,6.738
Somchair,24-Mar-05,Nickel,µg/l,16.18
Busarakhan,24-Mar-05,Nickel,µg/l,8.196
Boonsri,25-Mar-05,Nickel,µg/l,2.35766666666667
Kohsoom,27-Mar-05,Nickel,µg/l,6.129
Chai,31-Mar-05,Nickel,µg/l,3.46033333333333
Boonsri,8-Apr-05,Nickel,µg/l,3.00133333333333
Kannika,8-Apr-05,Nickel,µg/l,3.07266666666667
Sakda,8-Apr-05,Nickel,µg/l,2.33866666666667
Chai,11-Apr-05,Nickel,µg/l,2.77066666666667
Chai,21-Apr-05,Nickel,µg/l,3.75933333333333
Boonsri,22-Apr-05,Nickel,µg/l,2.48066666666667
Somchair,24-Apr-05,Nickel,µg/l,7.371
Busarakhan,24-Apr-05,Nickel,µg/l,5.477
Kohsoom,25-Apr-05,Nickel,µg/l,6.564
Boonsri,13-May-05,Nickel,µg/l,2.05166666666667
Kannika,13-May-05,Nickel,µg/l,9.78100033333333
Sakda,13-May-05,Nickel,µg/l,8.4705
Chai,16-May-05,Nickel,µg/l,12.467333
Chai,23-May-05,Nickel,µg/l,12.9559996666667
Boonsri,28-May-05,Nickel,µg/l,0.406
Kohsoom,29-May-05,Nickel,µg/l,2.356
Somchair,29-May-05,Nickel,µg/l,17.809999
Busarakhan,29-May-05,Nickel,µg/l,6.669
Kannika,10-Jun-05,Nickel,µg/l,0.700333333333333
Sakda,10-Jun-05,Nickel,µg/l,1.73433333333333
Chai,13-Jun-05,Nickel,µg/l,1.111
Somchair,17-Jun-05,Nickel,µg/l,1.891
Busarakhan,17-Jun-05,Nickel,µg/l,1.138
Chai,20-Jun-05,Nickel,µg/l,1.12666666666667
Boonsri,8-Jul-05,Nickel,µg/l,2.195
Kannika,8-Jul-05,Nickel,µg/l,3.71366666666667
Sakda,8-Jul-05,Nickel,µg/l,6.857
Boonsri,22-Jul-05,Nickel,µg/l,0.408666666666667
Chai,23-Jul-05,Nickel,µg/l,2.44
Kohsoom,24-Jul-05,Nickel,µg/l,11.19
Somchair,24-Jul-05,Nickel,µg/l,3.033
Busarakhan,24-Jul-05,Nickel,µg/l,9.991
Chai,31-Jul-05,Nickel,µg/l,5.50033333333333
Boonsri,12-Aug-05,Nickel,µg/l,1.25866666666667
Kannika,12-Aug-05,Nickel,µg/l,0.683
Sakda,12-Aug-05,Nickel,µg/l,0.563
Somchair,14-Aug-05,Nickel,µg/l,1.38
Busarakhan,14-Aug-05,Nickel,µg/l,4.304
Chai,18-Aug-05,Nickel,µg/l,0.768
Chai,25-Aug-05,Nickel,µg/l,1.13233333333333
Boonsri,26-Aug-05,Nickel,µg/l,0.619666666666667
Kohsoom,28-Aug-05,Nickel,µg/l,7.198
Kannika,9-Sep-05,Nickel,µg/l,1.02433333333333
Sakda,9-Sep-05,Nickel,µg/l,1.98133333333333
Chai,22-Sep-05,Nickel,µg/l,1.60166666666667
Somchair,24-Sep-05,Nickel,µg/l,3.727
Busarakhan,24-Sep-05,Nickel,µg/l,3.436
Chai,29-Sep-05,Nickel,µg/l,1.82866666666667
Boonsri,2-Oct-05,Nickel,µg/l,3.68066666666667
Chai,10-Oct-05,Nickel,µg/l,3.904
Kannika,14-Oct-05,Nickel,µg/l,2.13833333333333
Sakda,14-Oct-05,Nickel,µg/l,1.68766666666667
Chai,20-Oct-05,Nickel,µg/l,3.16066666666667
Boonsri,21-Oct-05,Nickel,µg/l,8.95566666666667
Kohsoom,23-Oct-05,Nickel,µg/l,7.097
Somchair,23-Oct-05,Nickel,µg/l,4.356
Busarakhan,23-Oct-05,Nickel,µg/l,3.399
Boonsri,6-Nov-05,Nickel,µg/l,0.786666666666667
Kannika,11-Nov-05,Nickel,µg/l,5.332
Sakda,11-Nov-05,Nickel,µg/l,5.71733333333333
Chai,19-Nov-05,Nickel,µg/l,0.853333333333333
Somchair,24-Nov-05,Nickel,µg/l,0.972
Busarakhan,24-Nov-05,Nickel,µg/l,0.559
Boonsri,25-Nov-05,Nickel,µg/l,3.145
Chai,26-Nov-05,Nickel,µg/l,0.775
Kohsoom,27-Nov-05,Nickel,µg/l,2.031
Boonsri,2-Dec-05,Nickel,µg/l,0.574666666666667
Chai,5-Dec-05,Nickel,µg/l,5.05933333333333
Kannika,9-Dec-05,Nickel,µg/l,9.36066666666667
Sakda,9-Dec-05,Nickel,µg/l,5.48933333333333
Boonsri,16-Dec-05,Nickel,µg/l,0.896333333333333
Chai,16-Dec-05,Nickel,µg/l,2.933
Kohsoom,18-Dec-05,Nickel,µg/l,1.377
Somchair,22-Dec-05,Nickel,µg/l,9.29
Busarakhan,22-Dec-05,Nickel,µg/l,0.05
Boonsri,13-Jan-06,Nickel,µg/l,5.69633333333333
Kannika,13-Jan-06,Nickel,µg/l,5.519
Sakda,13-Jan-06,Nickel,µg/l,5.33933333333333
Chai,19-Jan-06,Nickel,µg/l,5.47466666666667
Boonsri,27-Jan-06,Nickel,µg/l,1.71066666666667
Chai,28-Jan-06,Nickel,µg/l,6.27333333333333
Busarakhan,28-Jan-06,Nickel,µg/l,5.206
Kohsoom,29-Jan-06,Nickel,µg/l,4.92
Somchair,29-Jan-06,Nickel,µg/l,8.16
Boonsri,10-Feb-06,Nickel,µg/l,0.869666666666667
Kannika,10-Feb-06,Nickel,µg/l,2.417
Sakda,10-Feb-06,Nickel,µg/l,2.88
Boonsri,24-Feb-06,Nickel,µg/l,1.65066666666667
Chai,24-Feb-06,Nickel,µg/l,1.02666666666667
Somchair,25-Feb-06,Nickel,µg/l,0.947
Busarakhan,25-Feb-06,Nickel,µg/l,0.582
Kohsoom,26-Feb-06,Nickel,µg/l,0.44
Chai,28-Feb-06,Nickel,µg/l,1.065
Boonsri,9-Mar-06,Nickel,µg/l,2.925
Kannika,9-Mar-06,Nickel,µg/l,3.30333333333333
Sakda,9-Mar-06,Nickel,µg/l,4.099
Chai,17-Mar-06,Nickel,µg/l,4.51633333333333
Boonsri,23-Mar-06,Nickel,µg/l,4.52066666666667
Somchair,23-Mar-06,Nickel,µg/l,12.97
Busarakhan,23-Mar-06,Nickel,µg/l,2.993
Kohsoom,25-Mar-06,Nickel,µg/l,4.395
Chai,29-Mar-06,Nickel,µg/l,3.58733333333333
Boonsri,6-Apr-06,Nickel,µg/l,2.494
Kannika,15-Apr-06,Nickel,µg/l,15.1856666666667
Sakda,15-Apr-06,Nickel,µg/l,11.97
Chai,23-Apr-06,Nickel,µg/l,13.87
Boonsri,27-Apr-06,Nickel,µg/l,5.68266666666667
Somchair,27-Apr-06,Nickel,µg/l,8.326
Busarakhan,27-Apr-06,Nickel,µg/l,9.491
Kohsoom,29-Apr-06,Nickel,µg/l,9.963
Chai,30-Apr-06,Nickel,µg/l,14.724
Boonsri,3-May-06,Nickel,µg/l,2.83033333333333
Kannika,11-May-06,Nickel,µg/l,3.43433333333333
Sakda,11-May-06,Nickel,µg/l,2.28733333333333
Boonsri,25-May-06,Nickel,µg/l,1.38933333333333
Kohsoom,27-May-06,Nickel,µg/l,3.644
Somchair,31-May-06,Nickel,µg/l,18.61
Busarakhan,31-May-06,Nickel,µg/l,4.116
Chai,1-Jun-06,Nickel,µg/l,1.34633333333333
Boonsri,8-Jun-06,Nickel,µg/l,1.1
Sakda,8-Jun-06,Nickel,µg/l,1.31666666666667
Chai,18-Jun-06,Nickel,µg/l,1.47733333333333
Boonsri,22-Jun-06,Nickel,µg/l,1.88733333333333
Somchair,25-Jun-06,Nickel,µg/l,9.966
Busarakhan,25-Jun-06,Nickel,µg/l,2.716
Kohsoom,26-Jun-06,Nickel,µg/l,1.591
Kannika,26-Jun-06,Nickel,µg/l,1.388
Chai,9-Jul-06,Nickel,µg/l,1.82
